VMailMessage,DayMins,EveMins,NightMins,IntlMins,CustServCalls,DayCalls,DayCharge,EveCalls,EveCharge,NightCalls,NightCharge,IntlCalls,IntlCharge,AreaCode,Phone,AccountLength,Churn,IntlPlan,VMailPlan,State
0,94.1,147.6,213.5,10.1,0,93,16,80,12.55,85,9.61,2,2.73,415,340-2239,68,0,0,0,MS
39,153.8,123.3,117.8,9.2,1,106,26.15,111,10.48,103,5.3,6,2.48,408,340-2855,118,0,1,1,NC
0,205.1,160.5,149.5,10.7,3,86,34.87,95,13.64,142,6.73,2,2.89,415,340-3011,53,0,0,0,PA
43,172,200.2,233.1,8,1,111,29.24,64,17.02,96,10.49,5,2.16,510,340-3075,48,0,0,1,UT
0,143.3,211.3,185.2,11.5,1,103,24.36,108,17.96,96,8.33,3,3.11,415,340-3182,117,0,0,0,NM
37,75.8,173.6,162.6,8.2,0,102,12.89,147,14.76,96,7.32,13,2.21,415,340-3409,138,0,0,1,AK
0,217.7,273.5,226.9,9.6,3,91,37.01,74,23.25,99,10.21,3,2.59,510,340-3500,149,0,0,0,KS
0,160.9,144.2,120.4,12.9,1,109,27.35,152,12.26,97,5.42,12,3.48,415,340-4028,124,0,0,0,SC
39,260.8,213.4,195.6,10.1,1,130,44.34,111,18.14,97,8.8,5,2.73,415,340-4236,95,0,0,1,WY
32,262.2,165.2,194.3,10.6,0,123,44.57,82,14.04,57,8.74,5,2.86,408,340-4627,95,0,0,1,MN
0,124.3,173,253.2,7.9,1,100,21.13,107,14.71,62,11.39,9,2.13,415,340-4953,80,0,0,0,AR
0,237.8,208.9,167.8,15.6,2,92,40.43,119,17.76,86,7.55,6,4.21,415,340-4972,49,1,1,0,SC
0,160.4,285.9,182.5,6.9,3,120,27.27,104,24.3,85,8.21,4,1.86,510,340-4989,143,0,0,0,WA
0,126.9,180,140.8,8,1,98,21.57,62,15.3,128,6.34,2,2.16,415,340-5121,141,0,0,0,CO
15,113.9,145.3,195.2,11.8,1,102,19.36,146,12.35,137,8.78,9,3.19,415,340-5460,159,0,0,1,FL
0,239.2,188.5,105.6,8.8,1,72,40.66,124,16.02,116,4.75,3,2.38,415,340-5580,174,0,0,0,NM
0,271.7,155.1,199.5,6.6,3,112,46.19,96,13.18,97,8.98,4,1.78,510,340-5678,37,0,0,0,UT
0,196.3,136.8,154.7,7.7,2,108,33.37,96,11.63,87,6.96,3,2.08,408,340-5930,149,0,0,0,OH
40,230.7,256.8,263.9,6.4,1,101,39.22,88,21.83,92,11.88,3,1.73,510,340-6221,142,0,0,1,PA
0,159.9,172.2,263.2,5.6,1,100,27.18,99,14.64,109,11.84,4,1.51,510,340-6339,62,0,0,0,ND
29,195.5,171.6,204,13.5,1,113,33.24,96,14.59,85,9.18,9,3.65,415,340-6908,68,1,1,1,IL
0,165,249.7,170.3,12.6,1,132,28.05,86,21.22,128,7.66,8,3.4,415,340-7062,139,0,0,0,UT
0,155.2,135.9,184.6,3.8,3,100,26.38,84,11.55,82,8.31,9,1.03,408,340-8177,135,0,0,0,MN
31,249.4,209.5,180.6,9.9,4,70,42.4,59,17.81,75,8.13,2,2.67,510,340-8245,74,0,0,1,GA
0,133.1,206.5,221.6,10.3,1,80,22.63,120,17.55,96,9.97,8,2.78,415,340-8291,196,0,0,0,TN
0,286.4,178.2,214.2,10.7,1,109,48.69,67,15.15,152,9.64,14,2.89,408,340-8323,73,1,0,0,TX
0,273.5,183.8,153.8,11,2,104,46.5,68,15.62,67,6.92,9,2.97,510,340-8875,107,0,1,0,MS
0,78.1,239.3,144.4,12.3,1,70,13.28,115,20.34,112,6.5,4,3.32,510,340-9013,83,0,0,0,MD
0,143.3,195.5,223.3,6,1,91,24.36,58,16.62,95,10.05,7,1.62,408,340-9200,181,0,0,0,NY
0,219.4,225.7,255.3,12,4,112,37.3,102,19.18,95,11.49,4,3.24,408,340-9449,100,0,1,0,VT
0,150.6,301.5,158.7,8.1,0,99,25.6,83,25.63,104,7.14,5,2.19,415,340-9803,75,0,0,0,OH
0,114.4,78.3,232.7,0,2,104,19.45,101,6.66,78,10.47,0,0,415,340-9910,106,0,0,0,MO
0,314.6,169.8,285.1,5.7,2,102,53.48,86,14.43,100,12.83,3,1.54,415,341-1191,75,1,0,0,KY
0,254.7,90.2,153.4,10.6,0,80,43.3,79,7.67,60,6.9,8,2.86,510,341-1412,73,0,0,0,MD
0,192.1,163.6,169.7,6.1,0,83,32.66,88,13.91,138,7.64,3,1.65,408,341-1594,89,0,0,0,KY
21,264.3,202.8,173.4,6.3,4,79,44.93,118,17.24,92,7.8,3,1.7,510,341-1647,79,0,0,1,ID
19,210.3,241.8,215.7,13.1,4,90,35.75,87,20.55,102,9.71,3,3.54,415,341-1916,75,0,0,1,CA
0,159,167.9,167.6,12.3,1,80,27.03,128,14.27,101,7.54,5,3.32,415,341-2360,84,0,0,0,AZ
33,127.2,162.9,247.4,8.1,0,93,21.62,104,13.85,109,11.13,13,2.19,510,341-2603,64,0,1,1,NC
37,78.5,210.5,179.7,11.8,1,109,13.35,101,17.89,102,8.09,4,3.19,415,341-3044,83,0,0,1,WV
0,191,318.8,247.3,6.5,0,88,32.47,119,27.1,79,11.13,4,1.76,510,341-3180,84,0,0,0,FL
0,183.4,281.3,105.2,8.2,1,98,31.18,95,23.91,113,4.73,8,2.21,415,341-3270,95,0,0,0,CA
0,194,241,227.5,11.9,0,103,32.98,116,20.49,153,10.24,5,3.21,415,341-3349,124,0,0,0,KY
0,194.4,190.3,183.4,11.4,0,101,33.05,82,16.18,107,8.25,2,3.08,510,341-3464,112,0,0,0,RI
20,205.7,136.1,159.4,8.7,2,98,34.97,107,11.57,147,7.17,3,2.35,510,341-3663,117,0,0,1,UT
0,123.7,103,189.4,13.1,1,96,21.03,80,8.76,82,8.52,4,3.54,510,341-4075,156,0,0,0,AK
31,183.4,195.5,180.1,10.5,1,126,31.18,106,16.62,93,8.1,5,2.84,510,341-4103,96,0,0,1,CA
0,257.1,312.2,183,8.8,1,53,43.71,127,26.54,82,8.24,6,2.38,408,341-4463,159,1,1,0,CO
31,181.6,213.2,207.8,11.4,1,91,30.87,120,18.12,104,9.35,4,3.08,415,341-4570,88,0,0,1,ID
0,113.3,197.9,284.5,11.7,4,96,19.26,89,16.82,93,12.8,2,3.16,415,341-4873,100,1,0,0,MT
0,81.3,220.6,235.7,8.9,0,116,13.82,124,18.75,113,10.61,3,2.4,510,341-5892,113,0,0,0,AZ
33,299.5,163.4,146.7,11.6,0,83,50.92,84,13.89,88,6.6,5,3.13,415,341-6743,120,0,0,1,IA
0,157.9,259.6,230,14,0,103,26.84,90,22.07,117,10.35,2,3.78,415,341-7112,95,0,0,0,UT
35,118,167.2,205.7,11.8,2,103,20.06,106,14.21,102,9.26,2,3.19,510,341-7279,116,0,0,1,NV
0,166.5,261,262.7,13.3,0,102,28.31,103,22.19,85,11.82,5,3.59,415,341-7296,72,0,0,0,AL
0,206,186,307.1,8.4,0,89,35.02,88,15.81,86,13.82,11,2.27,415,341-7332,37,0,0,0,NH
0,173,190.4,290,10.4,0,131,29.41,108,16.18,66,13.05,2,2.81,415,341-7412,93,0,0,0,MA
0,61.2,92.3,197.4,13.7,5,111,10.4,88,7.85,114,8.88,3,3.7,415,341-7686,113,1,0,0,WV
29,164.6,262.8,123.8,15.2,1,121,27.98,108,22.34,131,5.57,4,4.1,415,341-8412,160,0,0,1,GA
0,152.7,257.5,198.1,9.4,1,105,25.96,80,21.89,93,8.91,4,2.54,415,341-8467,157,0,0,0,WA
0,192.6,206.4,283.2,10.8,1,123,32.74,105,17.54,93,12.74,3,2.92,510,341-8667,120,0,0,0,WV
0,232.8,303.4,255.6,12.9,0,95,39.58,111,25.79,104,11.5,7,3.48,415,341-8719,70,1,0,0,TX
36,201.9,156.3,131.3,13.7,0,93,34.32,75,13.29,92,5.91,5,3.7,408,341-9274,132,0,0,1,MA
29,236.3,190.8,129,7.2,3,105,40.17,114,16.22,105,5.81,2,1.94,408,341-9396,24,0,0,1,ID
22,263.8,103.4,208.1,8.5,3,65,44.85,115,8.79,109,9.36,3,2.3,415,341-9443,87,0,0,1,WY
30,146.3,162.5,129.3,14.5,0,128,24.87,80,13.81,109,5.82,6,3.92,408,341-9764,36,0,0,1,AK
0,115.1,211.3,136.1,13.8,2,114,19.57,70,17.96,85,6.12,3,3.73,408,341-9890,108,1,1,0,MI
0,198.2,202.8,146.4,5.1,1,73,33.69,115,17.24,73,6.59,5,1.38,408,341-9907,48,0,0,0,IL
35,110.5,208.3,87.4,13.9,4,101,18.79,81,17.71,77,3.93,2,3.75,510,342-1004,103,1,0,1,MT
0,84.7,249.9,193.4,14.5,1,118,14.4,86,21.24,95,8.7,8,3.92,415,342-1099,114,0,0,0,TX
0,103.7,127,329.3,14.4,0,93,17.63,107,10.8,66,14.82,1,3.89,415,342-1702,126,0,0,0,NC
0,295.3,127.4,166.8,9.6,1,127,50.2,100,10.83,105,7.51,6,2.59,415,342-1960,50,0,0,0,ND
0,110,147.3,190.5,6.4,0,91,18.7,75,12.52,73,8.57,7,1.73,415,342-2013,16,0,1,0,IL
0,62.8,170.4,280.2,9.4,3,124,10.68,66,14.48,78,12.61,4,2.54,408,342-3678,103,0,1,0,KS
0,85.9,193.9,231.5,10.1,0,92,14.6,127,16.48,93,10.42,2,2.73,415,342-4004,57,0,0,0,CO
0,287.1,159.3,216.8,13.9,2,115,48.81,99,13.54,86,9.76,1,3.75,408,342-4122,119,1,0,0,PA
28,201.8,304.9,225.6,11.9,1,79,34.31,128,25.92,133,10.15,8,3.21,510,342-5062,107,0,0,1,VT
0,211.7,271.7,203.3,7.4,0,107,35.99,77,23.09,108,9.15,7,2,408,342-5243,63,0,0,0,WA
0,221.8,166,210.2,13.2,1,84,37.71,125,14.11,72,9.46,4,3.56,415,342-5701,77,0,0,0,CT
0,235.5,142.3,316.7,12.5,0,108,40.04,143,12.1,131,14.25,5,3.38,510,342-5854,174,0,0,0,MO
0,93.8,150,241.1,10.7,1,127,15.95,104,12.75,116,10.85,2,2.89,510,342-5906,101,0,0,0,HI
0,114.8,81.9,304.3,12,0,125,19.52,126,6.96,101,13.69,4,3.24,415,342-6316,102,0,0,0,OH
0,300.4,133.2,197.4,7.2,2,94,51.07,103,11.32,94,8.88,5,1.94,510,342-6696,48,0,0,0,IN
0,160.6,237,245.1,10.7,1,103,27.3,109,20.15,88,11.03,1,2.89,415,342-7514,80,0,0,0,VT
16,144.8,206.2,255.4,11.6,4,105,24.62,111,17.53,117,11.49,2,3.13,510,342-7716,86,0,0,1,IL
0,180.7,174.6,165.3,12,2,127,30.72,94,14.84,114,7.44,6,3.24,408,342-8002,42,0,1,0,NJ
0,245.3,259.9,204.3,10.7,3,108,41.7,140,22.09,115,9.19,2,2.89,510,342-8167,113,1,0,0,NV
27,268.8,246.6,271.9,16.4,0,78,45.7,89,20.96,102,12.24,3,4.43,510,342-8320,69,0,0,1,MS
0,188.9,153.6,213.3,10.2,2,105,32.11,116,13.06,106,9.6,2,2.75,415,342-8348,61,0,0,0,MI
0,124.8,257.2,193.2,13.4,0,66,21.22,85,21.86,115,8.69,4,3.62,415,342-8702,101,0,0,0,IL
38,214.4,211.7,165,10,1,93,36.45,57,17.99,79,7.43,8,2.7,415,342-9394,134,0,0,1,HI
0,227.9,207.5,211.7,12.1,1,78,38.74,115,17.64,100,9.53,5,3.27,510,342-9480,83,0,0,0,OH
0,216.8,187.8,138.1,8.3,0,134,36.86,106,15.96,108,6.21,2,2.24,408,343-1009,142,0,0,0,MA
28,190.6,220.1,180.3,6,3,86,32.4,122,18.71,80,8.11,3,1.62,415,343-1323,11,0,0,1,DC
40,105,180.6,174.1,10.2,2,78,17.85,100,15.35,115,7.83,2,2.75,408,343-1347,61,1,0,1,PA
0,133.4,204.6,196.9,11.1,1,102,22.68,71,17.39,103,8.86,7,3,415,343-1458,119,0,0,0,NY
0,185.3,208,206.1,15.1,1,127,31.5,73,17.68,124,9.27,3,4.08,408,343-1538,153,0,0,0,NM
0,211.3,105.6,175.9,9.7,4,61,35.92,119,8.98,63,7.92,4,2.62,408,343-1965,75,1,1,0,ME
0,241.9,145.2,214.5,6.6,1,104,41.12,112,12.34,105,9.65,5,1.78,415,343-2077,24,0,0,0,HI
0,136.1,272.9,220.2,4.4,1,112,23.14,96,23.2,104,9.91,2,1.19,415,343-2095,65,0,0,0,MS
0,165.3,210,187.2,8.5,2,118,28.1,101,17.85,93,8.42,3,2.3,415,343-2350,106,0,0,0,MD
31,125.9,196.4,252.7,10.3,1,101,21.4,102,16.69,75,11.37,4,2.78,415,343-2392,70,0,0,1,ND
37,178.1,242.8,243,13,0,130,30.28,103,20.64,93,10.93,4,3.51,510,343-2465,170,0,0,1,ID
0,297.9,238.1,240.5,8.9,1,141,50.64,107,20.24,93,10.82,5,2.4,510,343-2592,161,1,0,0,SC
0,134.9,221.5,113.8,15,1,79,22.93,114,18.83,118,5.12,2,4.05,510,343-2597,127,0,0,0,NC
18,172.7,133.4,259.5,9.8,1,86,29.36,113,11.34,70,11.68,3,2.65,510,343-2605,96,0,0,1,WI
0,240.7,269.4,187.1,10.1,0,82,40.92,85,22.9,74,8.42,3,2.73,415,343-2689,125,1,0,0,MN
0,185.8,276.5,192.1,5.7,4,36,31.59,134,23.5,104,8.64,7,1.54,408,343-2741,82,0,0,0,NE
24,239.8,285.9,256.7,9.5,0,103,40.77,65,24.3,106,11.55,4,2.57,408,343-3227,142,0,0,1,WI
0,174.5,197.4,238.5,10.6,0,65,29.67,116,16.78,86,10.73,2,2.86,415,343-3296,156,0,0,0,IL
0,92.6,177.6,159.8,14.4,3,85,15.74,92,15.1,72,7.19,4,3.89,510,343-3340,113,0,0,0,FL
0,216.6,190.8,224.7,12.4,0,126,36.82,104,16.22,123,10.11,8,3.35,415,343-3356,165,0,0,0,OR
0,111.2,122.1,180.8,12.6,3,101,18.9,94,10.38,85,8.14,2,3.4,415,343-3399,89,0,0,0,OR
0,172,276.4,193.7,10.1,1,145,29.24,101,23.49,100,8.72,9,2.73,510,343-3846,114,0,0,0,TN
0,115.4,262.6,245.7,13.1,2,90,19.62,68,22.32,69,11.06,5,3.54,510,343-3961,87,0,0,0,KS
40,221.6,157.1,222.4,11.5,1,79,37.67,74,13.35,124,10.01,3,3.11,415,343-4147,87,0,1,1,ND
0,171.1,257.2,91.6,16.2,1,78,29.09,83,21.86,92,4.12,3,4.37,415,343-4516,76,0,0,0,RI
0,81.1,245.2,237,10.3,0,86,13.79,72,20.84,115,10.67,2,2.78,510,343-4696,132,0,0,0,VA
0,181.4,167.7,168.5,11.3,3,111,30.84,92,14.25,122,7.58,3,3.05,415,343-4772,155,0,0,0,FL
0,217.8,189.7,182.6,10.4,4,93,37.03,113,16.12,91,8.22,5,2.81,415,343-4806,72,0,0,0,AL
0,133.3,182.9,241.1,12.9,3,106,22.66,89,15.55,123,10.85,2,3.48,415,343-5219,107,1,1,0,AR
0,172.5,253.1,221.6,5.9,0,85,29.33,71,21.51,113,9.97,6,1.59,415,343-5347,172,0,0,0,KY
25,113.2,269.9,229.1,7.1,2,96,19.24,107,22.94,87,10.31,7,1.92,415,343-5372,132,0,0,1,MA
0,222,187,282.3,12.4,2,93,37.74,103,15.9,124,12.7,6,3.35,408,343-5679,90,0,0,0,VA
0,350.8,216.5,253.9,10.1,1,75,59.64,94,18.4,100,11.43,9,2.73,415,343-5709,154,1,0,0,CO
0,119.1,287.7,223,12.2,0,117,20.25,136,24.45,100,10.04,4,3.29,415,343-6314,143,0,0,0,FL
0,244.6,188.8,206,11.3,1,89,41.58,80,16.05,114,9.27,4,3.05,408,343-6374,124,0,1,0,CA
0,142.2,262.4,139.2,10.1,1,107,24.17,84,22.3,99,6.26,5,2.73,408,343-6643,88,0,0,0,SD
0,213,176.6,262.6,9.1,1,63,36.21,71,15.01,126,11.82,1,2.46,415,343-6940,89,1,0,0,GA
0,236.8,265.3,152.4,9.5,1,141,40.26,101,22.55,77,6.86,2,2.57,415,343-7019,78,1,1,0,IL
29,133.1,221.2,131.6,6.8,1,114,22.63,82,18.8,103,5.92,3,1.84,510,343-7242,59,0,0,1,AR
0,160,175.4,184.8,9.9,2,123,27.2,96,14.91,99,8.32,3,2.67,408,343-7734,118,0,1,0,MA
0,218.6,149.9,204.6,9.2,2,93,37.16,130,12.74,131,9.21,5,2.48,415,343-9365,127,0,0,0,WI
0,197.7,152.2,221,7,2,118,33.61,96,12.94,93,9.95,3,1.89,415,343-9645,61,0,0,0,NY
0,101.4,159.1,259.2,12.2,1,48,17.24,119,13.52,53,11.66,2,3.29,415,343-9654,105,0,0,0,MS
0,146,109.7,247.4,6.8,0,78,24.82,79,9.32,108,11.13,7,1.84,415,343-9658,21,0,0,0,IL
0,162.8,290.3,114.9,7.2,1,113,27.68,111,24.68,140,5.17,3,1.94,415,343-9946,130,0,0,0,FL
0,202,184.3,176,7.4,2,123,34.34,78,15.67,89,7.92,2,2,408,344-1136,120,1,1,0,CT
0,227.9,302.6,191.5,5.5,1,130,38.74,71,25.72,82,8.62,7,1.49,408,344-1362,128,1,0,0,VT
0,312,180,168.6,12.8,1,112,53.04,109,15.3,94,7.59,4,3.46,415,344-1970,124,1,0,0,WV
21,126.3,209.6,192.5,10.6,1,84,21.47,102,17.82,129,8.66,2,2.86,415,344-2260,121,0,0,1,MS
27,67.4,244,281.1,11.4,2,116,11.46,78,20.74,93,12.65,2,3.08,510,344-2416,3,0,0,1,NV
0,151.7,178.5,229.1,13.1,2,93,25.79,77,15.17,111,10.31,8,3.54,408,344-3131,184,0,0,0,WA
0,259.3,175.2,222.4,12,3,96,44.08,97,14.89,36,10.01,5,3.24,415,344-3145,105,0,0,0,VA
32,221.1,264.9,168.9,15.4,2,137,37.59,99,22.52,108,7.6,4,4.16,408,344-3160,133,1,1,1,NC
0,243.8,83.9,179.8,13.7,2,98,41.45,72,7.13,84,8.09,8,3.7,415,344-3388,122,0,0,0,IN
30,153.4,151.4,153.8,12.8,4,90,26.08,97,12.87,97,6.92,4,3.46,415,344-3466,126,1,0,1,MT
0,207,167.4,238.2,2.6,1,109,35.19,80,14.23,117,10.72,6,0.7,408,344-4022,94,0,0,0,WY
0,205.7,161.9,269.7,12.5,2,138,34.97,83,13.76,104,12.14,6,3.38,415,344-4478,90,0,0,0,WV
29,279.9,223.1,251.7,13,1,121,47.58,109,18.96,94,11.33,2,3.51,415,344-4691,57,0,0,1,KY
0,157.3,220.9,218.9,12,1,83,26.74,85,18.78,129,9.85,7,3.24,510,344-4970,68,0,0,0,AL
33,193.7,246.1,138,14.6,2,91,32.93,96,20.92,92,6.21,3,3.94,510,344-5117,74,0,0,1,MN
0,294.2,232.5,195,9,0,100,50.01,53,19.76,64,8.78,1,2.43,408,344-5181,119,1,0,0,CT
0,149.7,212.5,245.9,12.6,3,71,25.45,97,18.06,67,11.07,4,3.4,415,344-5206,140,0,0,0,CO
0,198.4,249.5,162.8,10.5,1,121,33.73,104,21.21,115,7.33,5,2.84,510,344-5766,117,0,1,0,WV
0,186.8,253.4,273.1,12.3,2,89,31.76,51,21.54,105,12.29,6,3.32,408,344-5967,20,0,0,0,WI
0,190.6,161.7,189.9,13,1,100,32.4,104,13.74,136,8.55,6,3.51,415,344-5973,33,0,1,0,OR
0,144.3,156.4,214.7,7.8,3,116,24.53,74,13.29,90,9.66,10,2.11,510,344-6258,88,0,0,0,NJ
0,240.8,144.5,125.7,11.6,0,104,40.94,92,12.28,98,5.66,1,3.13,415,344-6334,138,0,0,0,AZ
0,145.6,197.1,294.5,10.5,0,103,24.75,137,16.75,83,13.25,4,2.84,415,344-6404,90,0,0,0,MD
0,134.7,180,200.9,7.7,1,121,22.9,83,15.3,104,9.04,3,2.08,415,344-6495,117,0,0,0,OK
0,168.4,276,196.2,11.4,1,114,28.63,127,23.46,48,8.83,3,3.08,510,344-6847,93,0,1,0,TN
17,167.9,243.7,211.9,9.1,1,114,28.54,93,20.71,114,9.54,2,2.46,415,344-6935,79,0,0,1,IA
0,154.2,112.3,246.4,15.4,4,123,26.21,86,9.55,75,11.09,4,4.16,415,344-7197,108,1,0,0,NY
0,212.4,224.6,221.3,9,1,105,36.11,118,19.09,105,9.96,4,2.43,510,344-7470,92,0,0,0,MN
25,190,116.6,141.5,12.2,1,137,32.3,76,9.91,110,6.37,2,3.29,408,344-8498,63,0,0,1,CT
0,261.7,181.8,100.9,3.3,0,105,44.49,107,15.45,131,4.54,5,0.89,415,344-9302,127,0,0,0,FL
0,203.3,141.9,200.7,8.5,0,45,34.56,87,12.06,71,9.03,6,2.3,415,344-9347,73,0,0,0,SC
0,187.7,163.4,196,9.1,0,127,31.91,148,13.89,94,8.82,5,2.46,415,344-9403,74,0,0,0,RI
28,215.8,285.2,192.1,6.9,1,123,36.69,76,24.24,78,8.64,3,1.86,408,344-9620,120,0,0,1,WA
22,281.1,143.7,239.4,11.2,1,83,47.79,130,12.21,128,10.77,9,3.02,415,344-9943,107,0,0,1,MO
0,222.2,218.5,266,10.9,1,113,37.77,122,18.57,88,11.97,5,2.94,408,344-9966,109,0,0,0,VT
0,191.1,129.2,207.5,12.9,0,69,32.49,113,10.98,117,9.34,1,3.48,415,345-1243,37,0,0,0,CA
0,193.8,118.9,135.9,9.2,0,102,32.95,104,10.11,124,6.12,3,2.48,510,345-1419,27,0,0,0,MT
0,89.7,260.1,170.1,13.5,5,118,15.25,79,22.11,93,7.65,11,3.65,408,345-1524,101,1,0,0,OK
22,306.2,189.7,240.3,11.7,0,123,52.05,83,16.12,107,10.81,2,3.16,408,345-1994,93,0,0,1,DC
0,242.9,209.8,228.4,0,1,126,41.29,65,17.83,126,10.28,0,0,510,345-1998,165,0,0,0,VT
0,246.4,256.2,169,3.8,0,83,41.89,101,21.78,151,7.61,4,1.03,510,345-2108,105,0,0,0,ND
0,115.6,213.6,218.4,10.7,1,77,19.65,100,18.16,72,9.83,6,2.89,510,345-2319,146,0,0,0,NH
0,207.7,210.6,238.2,9.6,0,116,35.31,99,17.9,88,10.72,5,2.59,408,345-2401,22,0,0,0,CT
0,134.7,295.3,195.5,6.6,2,116,22.9,98,25.1,121,8.8,5,1.78,408,345-2448,91,0,0,0,MI
0,90.7,207.5,169.4,5.6,2,90,15.42,109,17.64,96,7.62,5,1.51,408,345-2476,107,0,0,0,CT
29,179.4,275.4,246.1,10,0,113,30.5,100,23.41,105,11.07,5,2.7,415,345-2863,105,0,0,1,MI
0,221,160.7,233.1,6.8,2,100,37.57,113,13.66,96,10.49,4,1.84,415,345-2931,127,0,0,0,KS
0,75,248.7,176,9.5,3,116,12.75,87,21.14,83,7.92,6,2.57,408,345-3451,78,0,0,0,NV
0,107.3,238.2,271.8,10,4,140,18.24,133,20.25,116,12.23,3,2.7,408,345-3614,76,1,0,0,AR
26,175.8,206.6,178,11.1,2,96,29.89,84,17.56,105,8.01,2,3,415,345-3734,96,0,0,1,DE
0,294.7,294.6,260.1,10.8,1,90,50.1,72,25.04,121,11.7,3,2.92,408,345-3787,111,1,0,0,MS
0,149.3,242.2,174.3,8.9,2,113,25.38,122,20.59,104,7.84,6,2.4,408,345-3934,35,0,0,0,ME
0,266.1,225.2,224.7,8.9,3,91,45.24,79,19.14,58,10.11,8,2.4,415,345-3947,177,1,0,0,WA
0,204.7,143.1,165.8,11,6,108,34.8,105,12.16,84,7.46,4,2.97,415,345-4473,134,0,0,0,ID
28,105.3,197.4,187.5,8.6,2,82,17.9,109,16.78,91,8.44,6,2.32,415,345-4551,55,0,0,1,KY
0,158.4,188,219.7,13.5,4,92,26.93,117,15.98,125,9.89,4,3.65,415,345-4589,101,1,0,0,SC
0,189.3,174.9,221.9,11.2,3,157,32.18,70,14.87,117,9.99,5,3.02,415,345-5089,57,0,0,0,IN
0,176.8,224.7,204.6,7.5,1,90,30.06,81,19.1,77,9.21,15,2.03,415,345-5338,119,0,0,0,DE
44,230.6,224.1,244,11.1,0,94,39.2,103,19.05,76,10.98,2,3,415,345-5639,116,0,0,1,UT
32,94.7,154.4,200.4,10.6,2,111,16.1,98,13.12,109,9.02,6,2.86,415,345-5980,83,0,1,1,ID
0,207,232.9,172.4,9.1,3,90,35.19,83,19.8,108,7.76,8,2.46,408,345-6043,82,0,0,0,MS
0,201.2,227.2,145.8,8.4,2,128,34.2,100,19.31,91,6.56,3,2.27,408,345-6515,27,0,0,0,NC
0,246.8,206.3,208.4,13.2,0,110,41.96,63,17.54,123,9.38,5,3.56,510,345-6961,76,1,1,0,WA
0,230.3,77.9,247.1,13.2,1,110,39.15,87,6.62,105,11.12,4,3.56,415,345-7014,70,0,0,0,AL
0,109.2,153.1,240,9.8,2,96,18.56,80,13.01,102,10.8,5,2.65,415,345-7117,119,0,0,0,FL
0,141.3,134.9,227.5,11.2,2,133,24.02,96,11.47,97,10.24,3,3.02,510,345-7900,72,0,0,0,OR
36,183.2,126.8,263.3,11.2,1,117,31.14,76,10.78,71,11.85,8,3.02,510,345-8237,127,0,0,1,AK
0,131.9,272.7,192.8,7.1,1,93,22.42,106,23.18,105,8.68,4,1.92,510,345-8350,110,0,0,0,CO
0,152.8,183.6,151.8,10.5,1,145,25.98,102,15.61,75,6.83,2,2.84,415,345-8397,70,0,0,0,DC
0,197.9,251,138.3,11.2,2,89,33.64,113,21.34,85,6.22,2,3.02,510,345-8433,166,0,0,0,ND
0,103.1,275,141.1,11.2,1,70,17.53,129,23.38,92,6.35,5,3.02,510,345-9018,102,0,0,0,TN
0,346.8,249.5,275.4,13.3,1,55,58.96,79,21.21,102,12.39,9,3.59,415,345-9140,64,1,1,0,NY
39,175.7,187.2,225.5,8.6,2,93,29.87,94,15.91,118,10.15,3,2.32,415,345-9153,132,0,0,1,AK
0,214.8,209.7,164.4,9.4,3,112,36.52,104,17.82,97,7.4,5,2.54,415,345-9168,112,0,0,0,TX
0,159.1,269.8,220.4,10.3,1,104,27.05,106,22.93,116,9.92,4,2.78,415,345-9598,140,0,0,0,ME
0,89.7,179.8,145.7,9.5,2,80,15.25,81,15.28,120,6.56,4,2.57,415,345-9690,89,0,0,0,UT
0,166.2,217.6,220.2,13.2,4,102,28.25,112,18.5,68,9.91,2,3.56,408,346-1095,81,0,0,0,MI
0,236.9,157.6,241,7.3,0,107,40.27,105,13.4,120,10.85,2,1.97,510,346-1629,97,1,1,0,WY
0,172.9,183,226.4,9.8,0,119,29.39,86,15.56,100,10.19,1,2.65,510,346-2020,37,1,1,0,TX
0,147.2,192.8,172.7,10.2,1,119,25.02,91,16.39,105,7.77,4,2.75,510,346-2347,137,0,0,0,MS
0,148.5,276.4,193.6,12.4,1,115,25.25,84,23.49,112,8.71,3,3.35,510,346-2359,110,0,0,0,DE
0,62.9,231,168.9,8.5,1,81,10.69,64,19.64,121,7.6,5,2.3,415,346-2530,99,0,0,0,HI
25,219.6,210.4,242.7,13.8,2,99,37.33,99,17.88,88,10.92,8,3.73,408,346-3445,163,0,0,1,OR
35,224,192,163.1,9.6,0,102,38.08,99,16.32,100,7.34,2,2.59,408,346-4216,154,0,0,1,ND
0,181.1,314.4,246.7,4.2,2,121,30.79,109,26.72,81,11.1,9,1.13,510,346-4360,132,0,0,0,AK
31,216,225.1,234.7,10.7,2,94,36.72,123,19.13,109,10.56,1,2.89,408,346-4919,145,0,0,1,WV
0,89.5,180.8,193.1,14,2,128,15.22,137,15.37,94,8.69,3,3.78,510,346-4984,116,0,0,0,NY
0,208.7,212.8,178.1,8.5,0,150,35.48,104,18.09,98,8.01,4,2.3,415,346-5036,112,0,0,0,CA
34,138.8,142,183.8,11.8,1,80,23.6,108,12.07,77,8.27,7,3.19,415,346-5053,103,0,0,1,DE
0,287.1,178.4,153.2,14.4,3,108,48.81,125,15.16,98,6.89,2,3.89,408,346-5068,172,1,0,0,MD
